animation,type,target,property,modifiers
persistence_2_idle,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_3_collect,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_3_idle,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_4_collect,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_4_idle,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_HW_inactive,slot,rainbow2,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate;persistence_HW_collect;persistence_HW_idle
persistence_1_collect,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_1_idle,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_2_collect,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_2_idle,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_3_collect,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_3_idle,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_4_collect,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_4_idle,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_HW_collect,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_HW_idle,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_HW_inactive,slot,rainbow3,rgba,persistence_1_tease;persistence_1_trigger;persistence_1_upgrade;persistence_1_upgrade_level_4;persistence_2_tease;persistence_2_trigger;persistence_2_upgrade;persistence_2_upgrade_level_4;persistence_3_tease;persistence_3_trigger;persistence_3_upgrade;persistence_4_tease;persistence_4_trigger;persistence_HW_activate
persistence_1_collect,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_1,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_2,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_3,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_4,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_5,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_6,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_7,rgba,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_8,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_9,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_idle,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_tease,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_upgrade_level_4,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_collect,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_idle,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_tease,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_3_upgrade,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_collect,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_idle,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_4_tease,slot,coin_10,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_collect,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_idle,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_tease,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_1_upgrade_level_4,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
persistence_2_collect,slot,coin_11,attachment,persistence_1_trigger;persistence_2_trigger;persistence_3_trigger;persistence_4_trigger
